46136,ZQ Future 5,Aug ZQ26,future,96.39499664,5
46136,ZQ Future 6,Sep ZQ26,future,96.41000366,6
46136,ZQ Future 7,Oct ZQ26,future,96.43000031,7
46136,ZQ Future 8,Nov ZQ26,future,96.44499969,8
46136,ZQ Future 9,Dec ZQ26,future,96.46499634,9
46136,ZQ Future 10,Jan ZQ27,future,96.47000122,10
46136,ZQ Future 11,Feb ZQ27,future,96.47499847,11
46136,ZQ Future 12,Mar ZQ27,future,96.47499847,12
46136,ZQ Future 13,Apr ZQ27,future,96.47499847,13
46136,DE 10 Year Bund,DE10Y,yield,3.006,0
46136,UK 10 Year Gilt,UK10Y,yield,4.9606,0
46136,Effective Rate,EFFR,rate,3.64,0
